utt_id,prefix_seconds,clean_dns,clean_dns_full,anchor_dns,anchor_dns_full,arecho_dns,arecho_dns_full,delta_anchor_vs_clean,delta_anchor_vs_clean_full,delta_arecho_vs_clean,delta_arecho_vs_clean_full
fileid_717534__p002000,2,2.245952597994932,2.245952597994932,1.7918044343266315,1.6061153759472475,1.9495668063148022,,-0.4541481636683007,-0.6398372220476847,-0.29638579168013,
fileid_730312__p002000,2,1.1046280802171418,1.1046280802171418,1.139229178396868,1.1050819589470753,1.3574698774258431,,0.03460109817972623,0.0004538787299335212,0.25284179720870137,
fileid_767807__p002000,2,1.852207143136625,1.852207143136625,1.961464750681442,1.6061153759472475,1.3574698774258431,,0.10925760754481706,-0.24609176718937742,-0.4947372657107818,
fileid_778099__p002000,2,1.8482621685718503,1.8482621685718503,1.139229178396868,1.0658554550657893,1.8254229189052373,,-0.7090329901749823,-0.7824067135060611,-0.022839249666612993,
fileid_796495__p002000,2,1.6763109245455923,1.6763109245455923,1.139229178396868,1.1119407456883643,1.3574698774258431,,-0.5370817461487243,-0.564370178857228,-0.31884104711974914,
fileid_797289__p002000,2,1.8129209754134201,1.8129209754134201,1.558457046195089,1.8448062977302477,1.8254229189052373,,-0.25446392921833105,0.03188532231682761,0.012501943491817213,
fileid_806703__p002000,2,1.771238647305787,1.771238647305787,1.558457046195089,1.6167953440183238,1.8254229189052373,,-0.212781601110698,-0.15444330328746325,0.05418427159945027,
fileid_808577__p002000,2,1.0850962381557623,1.0850962381557623,1.139229178396868,1.0979826890714457,1.4728107445863547,,0.05413294024110571,0.012886450915683412,0.38771450643059246,
urgent_test-blind_0001_450__p002000,2,3.10501265690732,3.10501265690732,2.633601304863325,2.5104980333264404,2.7434712627911653,,-0.4714113520439951,-0.5945146235808796,-0.3615413941161547,
urgent_test-blind_0092_455__p002000,2,3.452977466122216,3.452977466122216,2.9144293797079417,2.6562451335031274,2.7434712627911653,,-0.5385480864142744,-0.7967323326190887,-0.7095062033310509,
urgent_test-blind_0098_447__p002000,2,3.489025646887784,3.489025646887784,3.402553986202744,3.4701656673819166,3.0587917036867385,,-0.08647166068503997,-0.018859979505867486,-0.4302339432010456,
urgent_test-blind_0105_511__p002000,2,2.7451776300090747,2.7451776300090747,2.5217681890362464,2.042412944065817,2.7434712627911653,,-0.22340944097282822,-0.7027646859432575,-0.0017063672179093992,
urgent_test-blind_0105_noisy_source__p002000,2,1.9163753783501354,1.9163753783501354,1.7918044343266315,1.7017061366343533,1.8254229189052373,,-0.12457094402350388,-0.21466924171578206,-0.09095245944489805,
urgent_test-blind_0107_443__p002000,2,2.3692184013289976,2.3692184013289976,2.5217681890362464,2.332197092064295,1.8254229189052373,,0.1525497877072488,-0.037021309264702484,-0.5437954824237603,
urgent_test-blind_0107_492__p002000,2,2.1468551970218774,2.1468551970218774,2.1170152590103855,2.1801044883189347,1.8254229189052373,,-0.029839938011491984,0.033249291297057226,-0.3214322781166401,
urgent_test-blind_0127_420__p002000,2,3.21364275280194,3.21364275280194,3.187178875049633,3.1530025159952157,2.7434712627911653,,-0.026463877752306963,-0.06064023680672426,-0.47017149001077474,
urgent_test-blind_0127_436__p002000,2,3.118267903026979,3.118267903026979,2.532496624886359,3.0109477259358424,2.51490741576413,,-0.5857712781406197,-0.1073201770911365,-0.6033604872628491,
urgent_test-blind_0127_446__p002000,2,3.2035283574474893,3.2035283574474893,2.9144293797079417,3.0109477259358424,2.7434712627911653,,-0.2890989777395476,-0.19258063151164695,-0.46005709465632405,
urgent_test-blind_0127_460__p002000,2,3.1546729140700474,3.1546729140700474,2.9144293797079417,3.0109477259358424,2.7434712627911653,,-0.24024353436210566,-0.14372518813420498,-0.4112016512788821,
urgent_test-blind_0127_508__p002000,2,3.0115423936321934,3.0115423936321934,3.187178875049633,3.0109477259358424,2.7434712627911653,,0.1756364814174396,-0.0005946676963510811,-0.2680711308410282,
urgent_test-blind_0134_469__p002000,2,3.24024513660032,3.24024513660032,3.187178875049633,3.0109477259358424,2.7434712627911653,,-0.053066261550687166,-0.22929741066447784,-0.49677387380915494,
urgent_test-blind_0134_489__p002000,2,3.2737666136989283,3.2737666136989283,3.187178875049633,3.0109477259358424,2.7434712627911653,,-0.08658773864929525,-0.26281888776308593,-0.530295350907763,
urgent_test-blind_0151_421__p002000,2,3.456523209590862,3.456523209590862,3.266863423412649,3.0109477259358424,2.7434712627911653,,-0.189659786178213,-0.4455754836550194,-0.7130519467996965,
urgent_test-blind_0151_424__p002000,2,3.557411943389417,3.557411943389417,3.187178875049633,3.0109477259358424,2.7434712627911653,,-0.37023306833978387,-0.5464642174535745,-0.8139406805982516,
urgent_test-blind_0174_519__p002000,2,3.240362009768179,3.240362009768179,2.8956088595582337,3.0109477259358424,2.7434712627911653,,-0.34475315020994524,-0.22941428383233653,-0.49689074697701363,
urgent_test-blind_0174_521__p002000,2,3.0918176421794867,3.0918176421794867,2.633601304863325,3.0109477259358424,2.7434712627911653,,-0.45821633731616185,-0.08086991624364437,-0.34834637938832147,
urgent_test-blind_0205_422__p002000,2,3.1981054884564615,3.1981054884564615,2.532496624886359,3.0109477259358424,2.51490741576413,,-0.6656088635701023,-0.1871577625206191,-0.6831980726923317,
urgent_test-blind_0219_470__p002000,2,3.2686884429955816,3.2686884429955816,3.402553986202744,3.1530025159952157,3.2865507248906676,,0.13386554320716249,-0.11568592700036584,0.017862281895085985,
urgent_test-blind_0219_500__p002000,2,3.0782712622002846,3.0782712622002846,3.187178875049633,3.0109477259358424,3.0587917036867385,,0.10890761284934847,-0.06732353626444221,-0.019479558513546102,
urgent_test-blind_0219_506__p002000,2,2.9812267404171746,2.9812267404171746,2.9144293797079417,3.0109477259358424,3.0587917036867385,,-0.06679736070923292,0.029720985518667753,0.07756496326956386,
urgent_test-blind_0265_414__p002000,2,3.3328198962765283,3.3328198962765283,2.532496624886359,2.5104980333264404,1.3574698774258431,,-0.8003232713901691,-0.8223218629500879,-1.9753500188506852,
urgent_test-blind_0265_429__p002000,2,3.085001931074154,3.085001931074154,2.032684310048387,1.7017061366343533,1.3574698774258431,,-1.0523176210257668,-1.3832957944398006,-1.7275320536483108,
urgent_test-blind_0265_474__p002000,2,3.1006534387793314,3.1006534387793314,1.558457046195089,1.1993589674538816,1.3574698774258431,,-1.5421963925842423,-1.9012944713254498,-1.7431835613534883,
urgent_test-blind_0271_440__p002000,2,2.480689104330497,2.480689104330497,2.4868633897095065,2.5893829857921133,1.9495668063148022,,0.0061742853790094365,0.10869388146161629,-0.5311222980156949,
urgent_test-blind_0271_491__p002000,2,2.296661484478626,2.296661484478626,2.532496624886359,2.5893829857921133,1.9495668063148022,,0.23583514040773323,0.2927215013134874,-0.3470946781638238,
urgent_test-blind_0271_493__p002000,2,2.3767245399487686,2.3767245399487686,2.4868633897095065,2.5893829857921133,1.9495668063148022,,0.11013884976073784,0.2126584458433447,-0.4271577336339665,
urgent_test-blind_0271_496__p002000,2,2.568197307849996,2.568197307849996,2.4868633897095065,2.5893829857921133,1.9495668063148022,,-0.08133391814048929,0.021185677942117564,-0.6186305015351936,
urgent_test-blind_0357_450__p002000,2,3.1618160912435327,3.1618160912435327,2.954026639966116,3.0109477259358424,2.7434712627911653,,-0.20778945127741677,-0.15086836530769032,-0.4183448284523674,
urgent_test-blind_0357_514__p002000,2,3.283317532670558,3.283317532670558,3.187178875049633,3.0109477259358424,2.51490741576413,,-0.0961386576209251,-0.2723698067347158,-0.7684101169064284,
urgent_test-blind_0404_524__p002000,2,2.741473863476532,2.741473863476532,2.532496624886359,2.50074513121587,2.7434712627911653,,-0.20897723859017292,-0.24072873226066216,0.0019973993146331637,
urgent_test-blind_0414_410__p002000,2,2.8805213036973334,2.8805213036973334,2.5217681890362464,2.332197092064295,2.7434712627911653,,-0.35875311466108695,-0.5483242116330382,-0.13705004090616812,
urgent_test-blind_0417_452__p002000,2,3.1480307139953747,3.1480307139953747,2.9144293797079417,3.0109477259358424,2.7434712627911653,,-0.23360133428743302,-0.13708298805953234,-0.40455945120420944,
urgent_test-blind_0425_414__p002000,2,3.221880809094966,3.221880809094966,2.532496624886359,2.50074513121587,2.7434712627911653,,-0.689384184208607,-0.7211356778790963,-0.47840954630380095,
urgent_test-blind_0425_487__p002000,2,3.2612695324126473,3.2612695324126473,3.187178875049633,3.1530025159952157,3.2865507248906676,,-0.07409065736301423,-0.10826701641743153,0.025281192478020298,
urgent_test-blind_0495_421__p002000,2,3.487289917578425,3.487289917578425,3.187178875049633,3.249502302100756,3.2505456946717883,,-0.30011104252879184,-0.2377876154776688,-0.23674422290663655,
urgent_test-blind_0518_505__p002000,2,3.0983593579065984,3.0983593579065984,2.9144293797079417,3.0109477259358424,2.7434712627911653,,-0.18392997819865675,-0.08741163197075608,-0.3548880951154332,
urgent_test-blind_0542_450__p002000,2,3.129605026527223,3.129605026527223,3.187178875049633,3.0109477259358424,3.148608149700061,,0.05757384852241021,-0.11865730059138047,0.019003123172838254,
urgent_test-blind_0542_496__p002000,2,3.0161967316362928,3.0161967316362928,3.187178875049633,3.0109477259358424,3.148608149700061,,0.17098214341334028,-0.005249005700450393,0.13241141806376833,
urgent_test-blind_0542_501__p002000,2,3.249566789777305,3.249566789777305,3.187178875049633,3.0109477259358424,3.1154742440839707,,-0.06238791472767202,-0.2386190638414627,-0.1340925456933344,
urgent_test-blind_0569_421__p002000,2,2.8724972990426845,2.8724972990426845,2.532496624886359,3.0109477259358424,2.7434712627911653,,-0.3400006741563253,0.1384504268931579,-0.1290260362515192,
urgent_test-blind_0569_522__p002000,2,3.0763658151931903,3.0763658151931903,2.954026639966116,3.0109477259358424,2.51490741576413,,-0.12233917522707438,-0.06541808925734793,-0.5614583994290605,
urgent_test-blind_0643_417__p002000,2,3.225900304300783,3.225900304300783,3.187178875049633,3.1530025159952157,2.7434712627911653,,-0.038721429251149964,-0.07289778830556726,-0.48242904150961774,
urgent_test-blind_0643_440__p002000,2,3.2686813171967204,3.2686813171967204,3.187178875049633,3.249502302100756,2.7434712627911653,,-0.08150244214708735,-0.019179015095964314,-0.5252100544055551,
urgent_test-blind_0643_451__p002000,2,3.1814640812761876,3.1814640812761876,3.187178875049633,3.1530025159952157,2.7434712627911653,,0.005714793773445415,-0.02846156528097188,-0.43799281848502236,
urgent_test-blind_0643_454__p002000,2,3.225900304300783,3.225900304300783,3.187178875049633,3.1530025159952157,2.7434712627911653,,-0.038721429251149964,-0.07289778830556726,-0.48242904150961774,
urgent_test-blind_0716_483__p002000,2,3.2719389475421363,3.2719389475421363,3.187178875049633,3.1530025159952157,3.0791734536114252,,-0.08476007249250328,-0.11893643154692057,-0.19276549393071107,
urgent_test-blind_0747_417__p002000,2,2.7241558594513307,2.7241558594513307,2.9144293797079417,3.0109477259358424,2.7434712627911653,,0.19027352025661104,0.2867918664845117,0.019315403339834614,
urgent_test-blind_0747_457__p002000,2,2.6814363543482735,2.6814363543482735,2.9144293797079417,3.0109477259358424,2.7434712627911653,,0.23299302535966815,0.3295113715875688,0.06203490844289172,
urgent_test-blind_0763_532__p002000,2,2.999718889569188,2.999718889569188,2.954026639966116,3.0109477259358424,2.7434712627911653,,-0.04569224960307228,0.011228836366654171,-0.25624762677802293,
urgent_test-blind_0801_455__p002000,2,2.727844997455682,2.727844997455682,2.5217681890362464,2.5104980333264404,2.7434712627911653,,-0.20607680841943576,-0.21734696412924182,0.01562626533548306,
urgent_test-blind_0801_459__p002000,2,2.6386275059363555,2.6386275059363555,1.961464750681442,1.1119407456883643,1.9495668063148022,,-0.6771627552549135,-1.5266867602479912,-0.6890606996215534,
urgent_test-blind_0801_468__p002000,2,2.684051002307226,2.684051002307226,2.633601304863325,2.4144577520428183,2.7434712627911653,,-0.050449697443901265,-0.26959325026440784,0.059420260483939114,
urgent_test-blind_0804_447__p002000,2,2.330600993559453,2.330600993559453,1.961464750681442,1.914404993512341,1.3574698774258431,,-0.36913624287801095,-0.4161960000471119,-0.9731311161336098,
urgent_test-blind_0825_443__p002000,2,2.139134755928223,2.139134755928223,2.33905517046609,2.2511874260427778,1.8254229189052373,,0.1999204145378668,0.11205267011455478,-0.31371183702298566,
urgent_test-blind_0825_517__p002000,2,2.3932615011765677,2.3932615011765677,2.33905517046609,2.5104980333264404,1.9495668063148022,,-0.05420633071047787,0.11723653214987273,-0.4436946948617655,
urgent_test-blind_0855_492__p002000,2,2.8013297982852983,2.8013297982852983,2.532496624886359,2.571678862714249,2.51490741576413,,-0.2688331733989391,-0.22965093557104943,-0.2864223825211685,
urgent_test-blind_0855_502__p002000,2,2.6712777094251616,2.6712777094251616,2.9144293797079417,3.1530025159952157,2.7434712627911653,,0.24315167028278006,0.4817248065700541,0.07219355336600364,
urgent_test-blind_0867_421__p002000,2,2.630578336575243,2.630578336575243,2.33905517046609,2.3017087723212546,2.2212985153749534,,-0.2915231661091533,-0.3288695642539885,-0.4092798212002897,
urgent_test-blind_0927_490__p002000,2,2.637130175804639,2.637130175804639,2.2897357344502107,2.332197092064295,2.51490741576413,,-0.3473944413544281,-0.30493308374034367,-0.12222276004050903,
urgent_test-blind_0975_469__p002000,2,2.9933437200347512,2.9933437200347512,3.187178875049633,3.1530025159952157,3.0587917036867385,,0.1938351550148818,0.1596587959604645,0.06544798365198723,
urgent_test-blind_0993_454__p002000,2,3.1075261847138447,3.1075261847138447,3.187178875049633,3.1530025159952157,3.0587917036867385,,0.07965269033578837,0.045476331281371074,-0.0487344810271062,
urgent_test-blind_0993_525__p002000,2,3.093212442766119,3.093212442766119,3.187178875049633,3.249502302100756,3.2865507248906676,,0.09396643228351387,0.1562898593346369,0.1933382821245484,
fileid_134162__p004000,4,2.2393895125903036,2.2393895125903036,2.032684310048387,2.1801044883189347,1.9495668063148022,,-0.2067052025419165,-0.05928502427136895,-0.28982270627550144,
fileid_231257__p004000,4,,,2.1170152590103855,2.1801044883189347,1.844199845466127,,,,,
fileid_243432__p004000,4,2.6129405193919375,2.6129405193919375,2.4868633897095065,2.5104980333264404,2.51490741576413,,-0.126077129682431,-0.10244248606549711,-0.0980331036278077,
fileid_306980__p004000,4,1.288291883016466,1.288291883016466,1.4514493439745877,1.6167953440183238,1.3574698774258431,,0.16315746095812167,0.3285034610018578,0.06917799440937711,
fileid_313537__p004000,4,1.0839238053066884,1.0839238053066884,1.139229178396868,1.1050819589470753,1.8254229189052373,,0.05530537309017958,0.021158153640386868,0.7414991135985489,
fileid_356984__p004000,4,1.9157534953400528,1.9157534953400528,2.1170152590103855,2.099462998773271,1.9495668063148022,,0.20126176367033266,0.18370950343321835,0.03381331097474938,
fileid_409272__p004000,4,1.4994212925211585,1.4994212925211585,1.4514493439745877,1.8448062977302477,1.9495668063148022,,-0.04797194854657083,0.3453850052090892,0.45014551379364365,
fileid_421490__p004000,4,1.5115749311923041,1.5115749311923041,1.961464750681442,2.1801044883189347,1.9495668063148022,,0.44988981948913787,0.6685295571266305,0.43799187512249804,
fileid_461033__p004000,4,2.293138593929188,2.293138593929188,2.4868633897095065,2.50074513121587,2.51490741576413,,0.19372479578031854,0.207606537286682,0.22176882183494184,
fileid_464950__p004000,4,1.0693567546125964,1.0693567546125964,1.139229178396868,1.0658554550657893,1.0723790661630388,,0.06987242378427161,-0.003501299546807113,0.0030223115504424136,
fileid_519109__p004000,4,1.1880580125738156,1.1880580125738156,1.4514493439745877,1.0979826890714457,1.4728107445863547,,0.2633913314007721,-0.09007532350236991,0.28475273201253914,
fileid_528909__p004000,4,1.3891600812129985,1.3891600812129985,1.139229178396868,1.0979826890714457,1.3574698774258431,,-0.2499309028161305,-0.2911773921415528,-0.03169020378715537,
fileid_532427__p004000,4,1.6115962492187774,1.6115962492187774,1.558457046195089,1.1119407456883643,1.4728107445863547,,-0.05313920302368835,-0.4996555035304131,-0.13878550463242267,
fileid_549708__p004000,4,1.0833423849900403,1.0833423849900403,1.139229178396868,1.0658554550657893,1.3574698774258431,,0.05588679340682767,-0.01748692992425105,0.2741274924358028,
fileid_571087__p004000,4,2.512376218191459,2.512376218191459,2.032684310048387,2.1801044883189347,2.193507519408306,,-0.4796919081430717,-0.3322717298725242,-0.3188686987831528,
fileid_571738__p004000,4,,,1.7918044343266315,1.8448062977302477,1.8254229189052373,,,,,
fileid_601553__p004000,4,1.1218755001038296,1.1218755001038296,1.139229178396868,1.0979826890714457,1.3574698774258431,,0.017353678293038355,-0.023892811032383943,0.2355943773220135,
fileid_60736__p004000,4,1.1641548989721753,1.1641548989721753,1.0822054432072095,1.0658554550657893,1.0723790661630388,,-0.08194945576496582,-0.09829944390638601,-0.09177583280913648,
fileid_661212__p004000,4,,,1.4514493439745877,1.6061153759472475,1.6553081517645492,,,,,
fileid_717410__p004000,4,2.418300232696159,2.418300232696159,1.139229178396868,1.1119407456883643,1.9495668063148022,,-1.2790710542992911,-1.3063594870077948,-0.46873342638135695,
fileid_717534__p004000,4,2.245952597994932,2.245952597994932,2.0779759009156797,1.6061153759472475,1.9495668063148022,,-0.16797669707925245,-0.6398372220476847,-0.29638579168013,
fileid_730312__p004000,4,1.1046280802171418,1.1046280802171418,1.139229178396868,1.0979826890714457,1.3574698774258431,,0.03460109817972623,-0.006645391145696067,0.25284179720870137,
fileid_767807__p004000,4,1.852207143136625,1.852207143136625,1.4514493439745877,1.6061153759472475,1.3574698774258431,,-0.40075779916203724,-0.24609176718937742,-0.4947372657107818,
fileid_778099__p004000,4,1.8482621685718503,1.8482621685718503,1.139229178396868,1.0979826890714457,1.4728107445863547,,-0.7090329901749823,-0.7502794795004046,-0.3754514239854956,
fileid_796495__p004000,4,1.6763109245455923,1.6763109245455923,1.139229178396868,1.0979826890714457,1.3574698774258431,,-0.5370817461487243,-0.5783282354741466,-0.31884104711974914,
fileid_797289__p004000,4,1.8129209754134201,1.8129209754134201,1.4514493439745877,1.7017061366343533,1.8254229189052373,,-0.36147163143883243,-0.1112148387790668,0.012501943491817213,
fileid_806703__p004000,4,1.771238647305787,1.771238647305787,1.558457046195089,1.7017061366343533,1.8254229189052373,,-0.212781601110698,-0.06953251067143373,0.05418427159945027,
fileid_808577__p004000,4,1.0850962381557623,1.0850962381557623,1.139229178396868,1.0979826890714457,1.0723790661630388,,0.05413294024110571,0.012886450915683412,-0.012717171992723486,
urgent_test-blind_0001_450__p004000,4,3.10501265690732,3.10501265690732,2.954026639966116,3.0109477259358424,3.0587917036867385,,-0.15098601694120406,-0.09406493097147761,-0.04622095322058151,
urgent_test-blind_0092_455__p004000,4,3.452977466122216,3.452977466122216,2.9144293797079417,3.0109477259358424,3.0587917036867385,,-0.5385480864142744,-0.44202974018637375,-0.39418576243547765,
urgent_test-blind_0098_447__p004000,4,3.489025646887784,3.489025646887784,3.447478152187994,3.365187941105417,3.4072578127644384,,-0.04154749469979002,-0.12383770578236719,-0.08176783412334565,
urgent_test-blind_0105_511__p004000,4,2.7451776300090747,2.7451776300090747,2.532496624886359,2.5893829857921133,2.7434712627911653,,-0.21268100512271548,-0.15579464421696132,-0.0017063672179093992,
urgent_test-blind_0105_noisy_source__p004000,4,1.9163753783501354,1.9163753783501354,1.7918044343266315,1.8448062977302477,1.8254229189052373,,-0.12457094402350388,-0.07156908061988765,-0.09095245944489805,
urgent_test-blind_0107_443__p004000,4,2.3692184013289976,2.3692184013289976,2.5217681890362464,2.332197092064295,1.8254229189052373,,0.1525497877072488,-0.037021309264702484,-0.5437954824237603,
urgent_test-blind_0107_492__p004000,4,2.1468551970218774,2.1468551970218774,2.33905517046609,2.5104980333264404,1.844199845466127,,0.19219997344421236,0.36364283630456296,-0.3026553515557504,
urgent_test-blind_0127_420__p004000,4,3.21364275280194,3.21364275280194,3.187178875049633,3.0109477259358424,3.0587917036867385,,-0.026463877752306963,-0.20269502686609764,-0.15485104911520153,
urgent_test-blind_0127_436__p004000,4,3.118267903026979,3.118267903026979,2.9144293797079417,3.01342121012333,2.83306162707482,,-0.20383852331903718,-0.1048466929036489,-0.28520627595215897,
urgent_test-blind_0127_446__p004000,4,3.2035283574474893,3.2035283574474893,3.187178875049633,3.0109477259358424,3.0587917036867385,,-0.016349482397856274,-0.19258063151164695,-0.14473665376075084,
urgent_test-blind_0127_460__p004000,4,3.1546729140700474,3.1546729140700474,2.9144293797079417,3.0109477259358424,3.0587917036867385,,-0.24024353436210566,-0.14372518813420498,-0.09588121038330888,
urgent_test-blind_0127_508__p004000,4,3.0115423936321934,3.0115423936321934,3.187178875049633,3.0109477259358424,3.0587917036867385,,0.1756364814174396,-0.0005946676963510811,0.047249310054545024,
urgent_test-blind_0134_469__p004000,4,3.24024513660032,3.24024513660032,3.187178875049633,3.0109477259358424,2.7434712627911653,,-0.053066261550687166,-0.22929741066447784,-0.49677387380915494,
urgent_test-blind_0134_489__p004000,4,3.2737666136989283,3.2737666136989283,3.187178875049633,3.0109477259358424,3.148608149700061,,-0.08658773864929525,-0.26281888776308593,-0.1251584639988672,
urgent_test-blind_0151_421__p004000,4,3.456523209590862,3.456523209590862,3.394386716190266,3.249502302100756,3.2505456946717883,,-0.06213649340059568,-0.2070209074901057,-0.20597751491907346,
urgent_test-blind_0151_424__p004000,4,3.557411943389417,3.557411943389417,3.187178875049633,3.249502302100756,3.148608149700061,,-0.37023306833978387,-0.30790964128866083,-0.4088037936893558,
urgent_test-blind_0174_519__p004000,4,3.240362009768179,3.240362009768179,3.187178875049633,3.01342121012333,3.2865507248906676,,-0.053183134718545855,-0.22694079964484892,0.04618871512248868,
urgent_test-blind_0174_521__p004000,4,3.0918176421794867,3.0918176421794867,2.9144293797079417,3.0109477259358424,3.0587917036867385,,-0.17738826247154504,-0.08086991624364437,-0.033025938492748264,
urgent_test-blind_0205_422__p004000,4,3.1981054884564615,3.1981054884564615,2.9144293797079417,3.0109477259358424,3.0587917036867385,,-0.2836761087485198,-0.1871577625206191,-0.139313784769723,
urgent_test-blind_0219_470__p004000,4,3.2686884429955816,3.2686884429955816,3.402553986202744,3.365187941105417,3.446939942106499,,0.13386554320716249,0.09649949810983527,0.17825149911091742,
urgent_test-blind_0219_500__p004000,4,3.0782712622002846,3.0782712622002846,3.187178875049633,3.0109477259358424,3.2865507248906676,,0.10890761284934847,-0.06732353626444221,0.208279462690383,
urgent_test-blind_0219_506__p004000,4,2.9812267404171746,2.9812267404171746,3.187178875049633,3.0109477259358424,3.0587917036867385,,0.20595213463245843,0.029720985518667753,0.07756496326956386,
urgent_test-blind_0265_414__p004000,4,3.3328198962765283,3.3328198962765283,2.9144293797079417,3.0109477259358424,2.732069293961549,,-0.4183905165685866,-0.32187217034068594,-0.6007506023149793,
urgent_test-blind_0265_429__p004000,4,3.085001931074154,3.085001931074154,2.9144293797079417,3.0109477259358424,2.7434712627911653,,-0.1705725513662122,-0.07405420513831151,-0.3415306682829886,
urgent_test-blind_0265_474__p004000,4,3.1006534387793314,3.1006534387793314,2.532496624886359,2.566990435577794,2.7434712627911653,,-0.5681568138929722,-0.5336630032015375,-0.35718217598816615,
urgent_test-blind_0271_440__p004000,4,2.480689104330497,2.480689104330497,2.532496624886359,3.0109477259358424,2.51490741576413,,0.05180752055586213,0.5302586216053453,0.03421831143363274,
